match_id,player,row,pts,won_1+,won_2+,won_3+,won_4+,won_5+,won_6+,won_7+,won_8+,won_9+,won_10+
20230725-W-Warsaw-R32-Nigina_Abduraimova-Iga_Swiatek,Iga Swiatek,1,41,68.3%,59.4%,70.4%,42.9%,85.7%,66.7%,66.7%,66.7%,100.0%,100.0%
20230725-W-Warsaw-R32-Nigina_Abduraimova-Iga_Swiatek,Iga Swiatek,2,22,50.0%,45.0%,64.3%,58.3%,77.8%,77.8%,77.8%,66.7%,100.0%,100.0%
20230723-W-Hamburg-R32-Martina_Trevisan-Elvina_Kalieva,Martina Trevisan,1,15,53.3%,30.0%,42.9%,33.3%,50.0%,50.0%,66.7%,66.7%,100.0%,100.0%
20230723-W-Hamburg-R32-Martina_Trevisan-Elvina_Kalieva,Martina Trevisan,2,17,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-
20230723-W-Hamburg-R32-Martina_Trevisan-Elvina_Kalieva,Elvina Kalieva,1,14,35.7%,18.2%,20.0%,20.0%,28.6%,28.6%,40.0%,40.0%,50.0%,50.0%
20230723-W-Hamburg-R32-Martina_Trevisan-Elvina_Kalieva,Elvina Kalieva,2,16,37.5%,37.5%,46.2%,30.0%,42.9%,20.0%,20.0%,20.0%,33.3%,33.3%
20230723-W-Budapest-F-Kateryna_Baindl-Maria_Timofeeva,Kateryna Baindl,1,59,55.9%,42.2%,47.5%,36.4%,44.4%,34.8%,38.1%,31.6%,42.9%,27.3%
20230723-W-Budapest-F-Kateryna_Baindl-Maria_Timofeeva,Kateryna Baindl,2,14,64.3%,58.3%,63.6%,55.6%,71.4%,50.0%,50.0%,33.3%,50.0%,50.0%
20230723-W-Budapest-F-Kateryna_Baindl-Maria_Timofeeva,Maria Timofeeva,1,51,66.7%,64.6%,72.1%,66.7%,77.4%,74.1%,76.9%,57.1%,80.0%,60.0%
20230723-W-Budapest-F-Kateryna_Baindl-Maria_Timofeeva,Maria Timofeeva,2,21,61.9%,55.6%,62.5%,57.1%,57.1%,40.0%,40.0%,33.3%,42.9%,33.3%
20230722-W-Palermo-SF-Qinwen_Zheng-Mayar_Sherif,Qinwen Zheng,1,46,71.7%,62.9%,66.7%,35.3%,40.0%,18.2%,28.6%,0.0%,0.0%,0.0%
20230722-W-Palermo-SF-Qinwen_Zheng-Mayar_Sherif,Qinwen Zheng,2,43,55.8%,52.5%,60.0%,41.7%,52.6%,47.1%,66.7%,42.9%,100.0%,100.0%
20230722-W-Palermo-SF-Qinwen_Zheng-Mayar_Sherif,Mayar Sherif,1,68,51.5%,47.6%,54.5%,41.9%,60.0%,29.4%,38.5%,38.5%,55.6%,42.9%
20230722-W-Palermo-SF-Qinwen_Zheng-Mayar_Sherif,Mayar Sherif,2,17,58.8%,36.4%,44.4%,37.5%,37.5%,16.7%,25.0%,25.0%,25.0%,0.0%
20230721-W-Palermo-QF-Emma_Navarro-Qinwen_Zheng,Emma Navarro,1,42,61.9%,48.4%,57.7%,38.9%,53.8%,33.3%,50.0%,25.0%,50.0%,0.0%
20230721-W-Palermo-QF-Emma_Navarro-Qinwen_Zheng,Emma Navarro,2,22,45.5%,36.8%,43.8%,25.0%,42.9%,0.0%,0.0%,0.0%,0.0%,0.0%
20230721-W-Palermo-QF-Emma_Navarro-Qinwen_Zheng,Qinwen Zheng,1,33,84.8%,70.6%,80.0%,62.5%,71.4%,33.3%,100.0%,100.0%,100.0%,100.0%
20230721-W-Palermo-QF-Emma_Navarro-Qinwen_Zheng,Qinwen Zheng,2,16,68.8%,28.6%,66.7%,50.0%,50.0%,50.0%,100.0%,-,-,-
20230720-W-Palermo-R16-Erika_Andreeva-Camila_Osorio,Erika Andreeva,1,55,43.6%,32.6%,35.7%,28.9%,32.4%,28.1%,37.5%,25.0%,31.3%,26.7%
20230720-W-Palermo-R16-Erika_Andreeva-Camila_Osorio,Erika Andreeva,2,42,50.0%,43.2%,48.5%,45.2%,46.7%,36.0%,40.9%,27.8%,45.5%,25.0%
20230720-W-Palermo-R16-Erika_Andreeva-Camila_Osorio,Camila Osorio,1,64,60.9%,54.5%,60.0%,50.0%,60.6%,50.0%,59.1%,40.0%,50.0%,40.0%
20230720-W-Palermo-R16-Erika_Andreeva-Camila_Osorio,Camila Osorio,2,25,44.0%,41.7%,43.5%,31.6%,50.0%,45.5%,55.6%,50.0%,57.1%,40.0%
20230720-W-ITF_Granby-R16-Bianca_Jolie_Fernandez-Kayla_Day,Bianca Jolie Fernandez,1,35,51.4%,45.2%,51.9%,31.6%,35.3%,8.3%,16.7%,0.0%,0.0%,0.0%
20230720-W-ITF_Granby-R16-Bianca_Jolie_Fernandez-Kayla_Day,Bianca Jolie Fernandez,2,14,57.1%,50.0%,60.0%,50.0%,66.7%,50.0%,50.0%,50.0%,50.0%,33.3%
20230720-W-ITF_Granby-R16-Bianca_Jolie_Fernandez-Kayla_Day,Kayla Day,1,32,65.6%,38.9%,46.7%,27.3%,37.5%,37.5%,75.0%,66.7%,100.0%,100.0%
20230720-W-ITF_Granby-R16-Bianca_Jolie_Fernandez-Kayla_Day,Kayla Day,2,16,68.8%,61.5%,66.7%,63.6%,70.0%,62.5%,71.4%,60.0%,75.0%,50.0%
20230719-W-Palermo-R16-Diane_Parry-Qinwen_Zheng,Diane Parry,1,47,63.8%,41.4%,52.2%,38.9%,53.8%,45.5%,71.4%,71.4%,83.3%,66.7%
20230719-W-Palermo-R16-Diane_Parry-Qinwen_Zheng,Diane Parry,2,38,63.2%,57.6%,67.9%,59.1%,68.4%,62.5%,83.3%,66.7%,80.0%,50.0%
20230719-W-Palermo-R16-Diane_Parry-Qinwen_Zheng,Qinwen Zheng,1,52,73.1%,61.1%,62.9%,40.9%,52.9%,20.0%,28.6%,0.0%,0.0%,0.0%
20230719-W-Palermo-R16-Diane_Parry-Qinwen_Zheng,Qinwen Zheng,2,46,58.7%,52.5%,65.6%,50.0%,68.8%,50.0%,62.5%,40.0%,66.7%,66.7%
20230718-W-Palermo-R32-Emma_Navarro-Eva_Vedder,Emma Navarro,1,31,71.0%,59.1%,68.4%,40.0%,57.1%,40.0%,50.0%,33.3%,33.3%,0.0%
20230718-W-Palermo-R32-Emma_Navarro-Eva_Vedder,Emma Navarro,2,24,58.3%,58.3%,66.7%,56.3%,64.3%,54.5%,75.0%,60.0%,100.0%,100.0%
20230718-W-Palermo-R32-Emma_Navarro-Eva_Vedder,Eva Vedder,1,42,42.9%,33.3%,50.0%,33.3%,42.9%,33.3%,66.7%,66.7%,80.0%,50.0%
20230718-W-Palermo-R32-Emma_Navarro-Eva_Vedder,Eva Vedder,2,32,62.5%,50.0%,63.2%,50.0%,58.3%,54.5%,66.7%,50.0%,50.0%,0.0%
20230718-W-Palermo-R32-Camila_Osorio-Fiona_Ferro,Camila Osorio,1,37,62.2%,46.2%,52.2%,35.3%,50.0%,45.5%,55.6%,55.6%,71.4%,50.0%
20230718-W-Palermo-R32-Camila_Osorio-Fiona_Ferro,Camila Osorio,2,14,57.1%,53.8%,58.3%,44.4%,44.4%,37.5%,60.0%,33.3%,100.0%,100.0%
20230718-W-Palermo-R32-Camila_Osorio-Fiona_Ferro,Fiona Ferro,1,39,48.7%,39.4%,50.0%,40.9%,50.0%,35.7%,41.7%,22.2%,28.6%,16.7%
20230718-W-Palermo-R32-Camila_Osorio-Fiona_Ferro,Fiona Ferro,2,8,25.0%,14.3%,25.0%,25.0%,100.0%,-,-,-,-,-
20230717-W-Palermo-R32-Sara_Errani-Qinwen_Zheng,Sara Errani,1,28,32.1%,26.9%,26.9%,24.0%,27.3%,20.0%,23.5%,18.8%,30.0%,12.5%
20230717-W-Palermo-R32-Sara_Errani-Qinwen_Zheng,Sara Errani,2,5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-,-
20230717-W-Palermo-R32-Sara_Errani-Qinwen_Zheng,Qinwen Zheng,1,25,76.0%,68.4%,76.5%,69.2%,75.0%,62.5%,62.5%,57.1%,80.0%,75.0%
20230717-W-Palermo-R32-Sara_Errani-Qinwen_Zheng,Qinwen Zheng,2,13,53.8%,40.0%,57.1%,25.0%,33.3%,33.3%,50.0%,0.0%,-,-
20230715-W-Wimbledon-F-Ons_Jabeur-Marketa_Vondrousova,Ons Jabeur,1,29,48.3%,40.0%,50.0%,44.4%,61.5%,37.5%,75.0%,66.7%,66.7%,0.0%
20230715-W-Wimbledon-F-Ons_Jabeur-Marketa_Vondrousova,Ons Jabeur,2,31,45.2%,39.3%,47.8%,42.9%,64.3%,54.5%,100.0%,100.0%,100.0%,-
20230715-W-Wimbledon-F-Ons_Jabeur-Marketa_Vondrousova,Marketa Vondrousova,1,41,61.0%,48.4%,51.7%,39.1%,47.4%,37.5%,50.0%,40.0%,44.4%,28.6%
20230715-W-Wimbledon-F-Ons_Jabeur-Marketa_Vondrousova,Marketa Vondrousova,2,20,55.0%,40.0%,50.0%,40.0%,50.0%,50.0%,57.1%,25.0%,33.3%,33.3%
20230713-W-Wimbledon-SF-Elina_Svitolina-Marketa_Vondrousova,Elina Svitolina,1,44,47.7%,42.5%,48.6%,35.7%,55.6%,42.9%,60.0%,42.9%,60.0%,50.0%
20230713-W-Wimbledon-SF-Elina_Svitolina-Marketa_Vondrousova,Elina Svitolina,2,15,40.0%,35.7%,45.5%,40.0%,44.4%,28.6%,50.0%,33.3%,50.0%,50.0%
20230713-W-Wimbledon-SF-Elina_Svitolina-Marketa_Vondrousova,Marketa Vondrousova,1,40,75.0%,58.3%,73.7%,64.3%,81.8%,66.7%,80.0%,66.7%,100.0%,100.0%
20230713-W-Wimbledon-SF-Elina_Svitolina-Marketa_Vondrousova,Marketa Vondrousova,2,16,43.8%,40.0%,50.0%,33.3%,37.5%,28.6%,33.3%,20.0%,25.0%,25.0%
20230713-W-Wimbledon-SF-Aryna_Sabalenka-Ons_Jabeur,Aryna Sabalenka,1,77,71.4%,56.0%,75.7%,50.0%,64.3%,44.4%,57.1%,40.0%,66.7%,66.7%
20230713-W-Wimbledon-SF-Aryna_Sabalenka-Ons_Jabeur,Aryna Sabalenka,2,38,55.3%,41.4%,66.7%,45.5%,71.4%,60.0%,100.0%,100.0%,100.0%,-
20230713-W-Wimbledon-SF-Aryna_Sabalenka-Ons_Jabeur,Ons Jabeur,1,59,74.6%,57.1%,69.0%,43.8%,53.8%,25.0%,66.7%,0.0%,0.0%,0.0%
20230713-W-Wimbledon-SF-Aryna_Sabalenka-Ons_Jabeur,Ons Jabeur,2,33,66.7%,50.0%,68.8%,61.5%,80.0%,50.0%,50.0%,33.3%,50.0%,50.0%
20230711-W-Wimbledon-QF-Jessica_Pegula-Marketa_Vondrousova,Jessica Pegula,1,54,53.7%,45.7%,51.2%,42.9%,46.9%,29.2%,38.9%,31.3%,38.5%,20.0%
20230711-W-Wimbledon-QF-Jessica_Pegula-Marketa_Vondrousova,Jessica Pegula,2,40,60.0%,55.6%,71.4%,66.7%,76.2%,73.7%,77.8%,63.6%,70.0%,66.7%
20230711-W-Wimbledon-QF-Jessica_Pegula-Marketa_Vondrousova,Marketa Vondrousova,1,59,67.8%,45.7%,51.6%,44.4%,63.2%,30.0%,50.0%,25.0%,33.3%,0.0%
20230711-W-Wimbledon-QF-Jessica_Pegula-Marketa_Vondrousova,Marketa Vondrousova,2,23,34.8%,21.1%,28.6%,23.1%,27.3%,0.0%,0.0%,0.0%,0.0%,0.0%
20230711-W-Wimbledon-QF-Elina_Svitolina-Iga_Swiatek,Elina Svitolina,1,62,82.3%,70.3%,74.3%,52.6%,62.5%,33.3%,50.0%,0.0%,0.0%,0.0%
20230711-W-Wimbledon-QF-Elina_Svitolina-Iga_Swiatek,Elina Svitolina,2,38,50.0%,38.7%,52.2%,45.0%,60.0%,45.5%,71.4%,50.0%,50.0%,33.3%
20230711-W-Wimbledon-QF-Elina_Svitolina-Iga_Swiatek,Iga Swiatek,1,71,67.6%,59.6%,66.7%,45.2%,63.6%,46.7%,63.6%,42.9%,60.0%,0.0%
20230711-W-Wimbledon-QF-Elina_Svitolina-Iga_Swiatek,Iga Swiatek,2,24,37.5%,31.8%,43.8%,30.8%,40.0%,25.0%,50.0%,50.0%,66.7%,0.0%
20230709-W-Wimbledon-R16-Marie_Bouzkova-Marketa_Vondrousova,Marie Bouzkova,1,71,57.7%,53.1%,60.7%,45.0%,51.4%,39.3%,55.0%,47.1%,57.1%,40.0%
20230709-W-Wimbledon-R16-Marie_Bouzkova-Marketa_Vondrousova,Marie Bouzkova,2,18,50.0%,40.0%,40.0%,40.0%,42.9%,38.5%,41.7%,36.4%,50.0%,33.3%
20230709-W-Wimbledon-R16-Marie_Bouzkova-Marketa_Vondrousova,Marketa Vondrousova,1,53,60.4%,55.3%,60.5%,54.1%,60.6%,48.0%,70.6%,61.5%,66.7%,55.6%
20230709-W-Wimbledon-R16-Marie_Bouzkova-Marketa_Vondrousova,Marketa Vondrousova,2,30,60.0%,50.0%,57.1%,43.8%,53.8%,45.5%,55.6%,42.9%,60.0%,60.0%
20230709-W-Wimbledon-R16-Iga_Swiatek-Belinda_Bencic,Iga Swiatek,1,71,74.6%,64.7%,73.3%,57.1%,66.7%,57.9%,78.6%,57.1%,66.7%,33.3%
20230709-W-Wimbledon-R16-Iga_Swiatek-Belinda_Bencic,Iga Swiatek,2,33,66.7%,47.6%,62.5%,50.0%,75.0%,60.0%,75.0%,66.7%,66.7%,50.0%
20230709-W-Wimbledon-R16-Iga_Swiatek-Belinda_Bencic,Belinda Bencic,1,70,71.4%,50.0%,71.4%,57.9%,61.1%,36.4%,50.0%,42.9%,60.0%,50.0%
20230709-W-Wimbledon-R16-Iga_Swiatek-Belinda_Bencic,Belinda Bencic,2,30,66.7%,58.3%,73.7%,61.5%,80.0%,71.4%,100.0%,100.0%,100.0%,100.0%
20230709-W-Wimbledon-R16-Elina_Svitolina-Victoria_Azarenka,Elina Svitolina,1,71,73.2%,64.2%,70.8%,56.3%,64.3%,56.5%,68.4%,60.0%,69.2%,55.6%
20230709-W-Wimbledon-R16-Elina_Svitolina-Victoria_Azarenka,Elina Svitolina,2,24,37.5%,28.6%,35.3%,21.4%,30.0%,12.5%,16.7%,16.7%,50.0%,50.0%
20230709-W-Wimbledon-R16-Elina_Svitolina-Victoria_Azarenka,Victoria Azarenka,1,82,65.9%,52.5%,56.4%,47.8%,51.2%,32.3%,38.5%,30.4%,46.7%,33.3%
20230709-W-Wimbledon-R16-Elina_Svitolina-Victoria_Azarenka,Victoria Azarenka,2,32,59.4%,48.0%,57.1%,52.6%,58.8%,46.2%,60.0%,50.0%,57.1%,40.0%
20230709-W-ITF_The_Hague-F-Sara_Bejlek-Arantxa_Rus,Sara Bejlek,1,41,56.1%,53.8%,61.8%,56.7%,60.7%,54.2%,72.2%,61.5%,66.7%,60.0%
20230709-W-ITF_The_Hague-F-Sara_Bejlek-Arantxa_Rus,Sara Bejlek,2,14,35.7%,30.8%,36.4%,30.0%,30.0%,12.5%,12.5%,0.0%,0.0%,0.0%
20230709-W-ITF_The_Hague-F-Sara_Bejlek-Arantxa_Rus,Arantxa Rus,1,36,55.6%,52.9%,60.0%,50.0%,52.2%,31.3%,38.5%,27.3%,37.5%,28.6%
20230709-W-ITF_The_Hague-F-Sara_Bejlek-Arantxa_Rus,Arantxa Rus,2,19,36.8%,33.3%,37.5%,28.6%,28.6%,23.1%,30.0%,30.0%,37.5%,28.6%
20230708-W-Wimbledon-R32-Marta_Kostyuk-Madison_Keys,Marta Kostyuk,1,35,62.9%,45.8%,52.4%,47.4%,64.3%,44.4%,57.1%,0.0%,0.0%,0.0%
20230708-W-Wimbledon-R32-Marta_Kostyuk-Madison_Keys,Marta Kostyuk,2,19,31.6%,18.8%,37.5%,28.6%,50.0%,33.3%,100.0%,-,-,-
20230708-W-Wimbledon-R32-Marta_Kostyuk-Madison_Keys,Madison Keys,1,41,80.5%,73.3%,84.6%,71.4%,76.9%,62.5%,71.4%,33.3%,100.0%,-
20230708-W-Wimbledon-R32-Marta_Kostyuk-Madison_Keys,Madison Keys,2,17,35.3%,26.7%,50.0%,33.3%,50.0%,33.3%,33.3%,0.0%,0.0%,0.0%
20230708-W-Wimbledon-R32-Bianca_Andreescu-Ons_Jabeur,Bianca Andreescu,1,56,69.6%,58.5%,68.6%,56.0%,70.0%,45.5%,83.3%,75.0%,100.0%,100.0%
20230708-W-Wimbledon-R32-Bianca_Andreescu-Ons_Jabeur,Bianca Andreescu,2,17,70.6%,54.5%,66.7%,40.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20230708-W-Wimbledon-R32-Bianca_Andreescu-Ons_Jabeur,Ons Jabeur,1,43,81.4%,61.9%,68.4%,33.3%,60.0%,50.0%,100.0%,-,-,-
20230708-W-Wimbledon-R32-Bianca_Andreescu-Ons_Jabeur,Ons Jabeur,2,39,56.4%,51.4%,60.0%,45.5%,62.5%,40.0%,57.1%,57.1%,80.0%,66.7%
20230707-W-Wimbledon-R64-Ekaterina_Alexandrova-Madison_Brengle,Ekaterina Alexandrova,1,66,63.6%,50.0%,63.2%,56.3%,66.7%,52.6%,66.7%,44.4%,80.0%,66.7%
20230707-W-Wimbledon-R64-Ekaterina_Alexandrova-Madison_Brengle,Ekaterina Alexandrova,2,56,57.1%,48.9%,60.5%,54.5%,60.0%,42.9%,56.3%,41.7%,45.5%,25.0%
20230707-W-Wimbledon-R64-Ekaterina_Alexandrova-Madison_Brengle,Madison Brengle,1,96,62.5%,53.2%,63.1%,51.0%,58.1%,47.1%,57.1%,40.0%,47.1%,35.7%
20230707-W-Wimbledon-R64-Ekaterina_Alexandrova-Madison_Brengle,Madison Brengle,2,24,45.8%,40.9%,50.0%,47.1%,61.5%,50.0%,71.4%,60.0%,75.0%,66.7%
20230707-W-Wimbledon-R64-Anhelina_Kalinina-Bianca_Andreescu,Anhelina Kalinina,1,60,73.3%,62.8%,77.1%,66.7%,76.2%,61.5%,66.7%,60.0%,75.0%,50.0%
20230707-W-Wimbledon-R64-Anhelina_Kalinina-Bianca_Andreescu,Anhelina Kalinina,2,50,40.0%,25.0%,35.7%,35.7%,45.5%,25.0%,50.0%,20.0%,50.0%,50.0%
20230707-W-Wimbledon-R64-Anhelina_Kalinina-Bianca_Andreescu,Bianca Andreescu,1,61,72.1%,60.5%,68.4%,53.8%,63.6%,46.7%,53.8%,40.0%,57.1%,50.0%
20230707-W-Wimbledon-R64-Anhelina_Kalinina-Bianca_Andreescu,Bianca Andreescu,2,37,56.8%,50.0%,69.6%,50.0%,70.0%,57.1%,100.0%,100.0%,100.0%,100.0%
20230707-W-Wimbledon-R32-Petra_Martic-Iga_Swiatek,Petra Martic,1,38,55.3%,37.0%,43.5%,38.1%,53.3%,30.0%,42.9%,20.0%,33.3%,0.0%
20230707-W-Wimbledon-R32-Petra_Martic-Iga_Swiatek,Petra Martic,2,24,41.7%,22.2%,36.4%,22.2%,25.0%,14.3%,25.0%,0.0%,0.0%,0.0%
20230707-W-Wimbledon-R32-Petra_Martic-Iga_Swiatek,Iga Swiatek,1,47,66.0%,59.0%,71.9%,52.6%,71.4%,50.0%,57.1%,40.0%,50.0%,0.0%
20230707-W-Wimbledon-R32-Petra_Martic-Iga_Swiatek,Iga Swiatek,2,17,47.1%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20230707-W-Wimbledon-R32-Lesia_Tsurenko-Ana_Bogdan,Lesia Tsurenko,1,99,51.5%,46.7%,56.0%,46.8%,54.7%,50.0%,58.5%,45.2%,56.0%,54.2%
20230707-W-Wimbledon-R32-Lesia_Tsurenko-Ana_Bogdan,Lesia Tsurenko,2,28,50.0%,50.0%,63.6%,55.6%,66.7%,54.5%,60.0%,55.6%,62.5%,57.1%
20230707-W-Wimbledon-R32-Lesia_Tsurenko-Ana_Bogdan,Ana Bogdan,1,73,49.3%,41.3%,47.3%,44.2%,53.5%,45.9%,58.6%,50.0%,57.1%,43.8%
20230707-W-Wimbledon-R32-Lesia_Tsurenko-Ana_Bogdan,Ana Bogdan,2,40,42.5%,36.1%,43.3%,34.6%,37.5%,31.8%,50.0%,46.2%,54.5%,44.4%
20230706-W-Wimbledon-R64-Marie_Bouzkova-Anett_Kontaveit,Marie Bouzkova,1,30,73.3%,65.2%,71.4%,53.8%,70.0%,40.0%,50.0%,0.0%,0.0%,0.0%
20230706-W-Wimbledon-R64-Marie_Bouzkova-Anett_Kontaveit,Marie Bouzkova,2,18,77.8%,71.4%,83.3%,71.4%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20230706-W-Wimbledon-R64-Marie_Bouzkova-Anett_Kontaveit,Anett Kontaveit,1,26,57.7%,50.0%,68.8%,50.0%,71.4%,0.0%,0.0%,0.0%,-,-
20230706-W-Wimbledon-R64-Marie_Bouzkova-Anett_Kontaveit,Anett Kontaveit,2,15,40.0%,25.0%,50.0%,40.0%,40.0%,25.0%,25.0%,0.0%,0.0%,0.0%
20230706-W-Wimbledon-R64-Magda_Linette-Barbora_Strycova,Magda Linette,1,68,70.6%,62.3%,67.3%,55.6%,69.0%,64.0%,72.7%,66.7%,80.0%,57.1%
20230706-W-Wimbledon-R64-Magda_Linette-Barbora_Strycova,Magda Linette,2,25,48.0%,38.1%,40.0%,20.0%,30.0%,22.2%,28.6%,16.7%,25.0%,25.0%
20230706-W-Wimbledon-R64-Magda_Linette-Barbora_Strycova,Barbora Strycova,1,73,52.1%,35.2%,40.4%,24.3%,37.5%,11.8%,18.2%,10.0%,16.7%,16.7%
20230706-W-Wimbledon-R64-Magda_Linette-Barbora_Strycova,Barbora Strycova,2,50,54.0%,45.2%,54.3%,50.0%,66.7%,60.0%,75.0%,63.6%,70.0%,57.1%
20230706-W-Wimbledon-R128-Anna_Bondar-Bianca_Andreescu,Anna Bondar,1,38,73.7%,47.4%,60.0%,33.3%,42.9%,20.0%,20.0%,0.0%,0.0%,0.0%
20230706-W-Wimbledon-R128-Anna_Bondar-Bianca_Andreescu,Anna Bondar,2,28,57.1%,50.0%,66.7%,50.0%,60.0%,42.9%,50.0%,40.0%,50.0%,33.3%
20230706-W-Wimbledon-R128-Anna_Bondar-Bianca_Andreescu,Bianca Andreescu,1,60,71.7%,60.5%,74.3%,60.9%,82.4%,76.9%,83.3%,50.0%,50.0%,50.0%
20230706-W-Wimbledon-R128-Anna_Bondar-Bianca_Andreescu,Bianca Andreescu,2,32,46.9%,37.0%,52.6%,35.7%,55.6%,42.9%,75.0%,66.7%,100.0%,-
20230705-W-Wimbledon-R64-Iga_Swiatek-Sara_Sorribes_Tormo,Iga Swiatek,1,23,82.6%,81.0%,89.5%,83.3%,90.9%,88.9%,88.9%,80.0%,80.0%,66.7%
20230705-W-Wimbledon-R64-Iga_Swiatek-Sara_Sorribes_Tormo,Iga Swiatek,2,12,66.7%,60.0%,60.0%,55.6%,62.5%,50.0%,50.0%,50.0%,60.0%,60.0%
20230705-W-Wimbledon-R64-Iga_Swiatek-Sara_Sorribes_Tormo,Sara Sorribes Tormo,1,29,48.3%,34.8%,40.0%,20.0%,25.0%,25.0%,42.9%,33.3%,40.0%,40.0%
20230705-W-Wimbledon-R64-Iga_Swiatek-Sara_Sorribes_Tormo,Sara Sorribes Tormo,2,12,16.7%,9.1%,12.5%,12.5%,33.3%,33.3%,33.3%,0.0%,0.0%,0.0%
20230705-W-Wimbledon-R128-Sara_Errani-Madison_Brengle,Sara Errani,1,34,50.0%,48.5%,51.6%,46.4%,54.2%,35.3%,46.2%,36.4%,36.4%,30.0%
20230705-W-Wimbledon-R128-Sara_Errani-Madison_Brengle,Sara Errani,2,13,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20230705-W-Wimbledon-R128-Sara_Errani-Madison_Brengle,Madison Brengle,1,19,63.2%,53.3%,57.1%,53.8%,58.3%,50.0%,62.5%,25.0%,100.0%,100.0%
20230705-W-Wimbledon-R128-Sara_Errani-Madison_Brengle,Madison Brengle,2,13,61.5%,61.5%,66.7%,60.0%,85.7%,80.0%,80.0%,66.7%,66.7%,50.0%
20230705-W-Wimbledon-R128-Lucrezia_Stefanini-Anett_Kontaveit,Lucrezia Stefanini,1,45,51.1%,40.5%,51.7%,36.4%,53.3%,30.0%,37.5%,16.7%,16.7%,16.7%
20230705-W-Wimbledon-R128-Lucrezia_Stefanini-Anett_Kontaveit,Lucrezia Stefanini,2,21,57.1%,30.8%,40.0%,40.0%,57.1%,57.1%,80.0%,66.7%,66.7%,66.7%
20230705-W-Wimbledon-R128-Lucrezia_Stefanini-Anett_Kontaveit,Anett Kontaveit,1,40,60.0%,38.5%,52.6%,18.2%,28.6%,28.6%,40.0%,25.0%,33.3%,33.3%
20230705-W-Wimbledon-R128-Lucrezia_Stefanini-Anett_Kontaveit,Anett Kontaveit,2,29,65.5%,61.5%,76.2%,58.3%,70.0%,50.0%,75.0%,50.0%,50.0%,0.0%
20230703-W-Wimbledon-R128-Venus_Williams-Elina_Svitolina,Venus Williams,1,38,55.3%,32.0%,47.1%,25.0%,42.9%,33.3%,66.7%,50.0%,50.0%,0.0%
20230703-W-Wimbledon-R128-Venus_Williams-Elina_Svitolina,Venus Williams,2,26,53.8%,50.0%,60.0%,46.7%,87.5%,75.0%,75.0%,66.7%,100.0%,100.0%
20230703-W-Wimbledon-R128-Venus_Williams-Elina_Svitolina,Elina Svitolina,1,36,61.1%,44.0%,52.4%,23.1%,27.3%,11.1%,25.0%,0.0%,-,-
20230703-W-Wimbledon-R128-Venus_Williams-Elina_Svitolina,Elina Svitolina,2,22,63.6%,50.0%,72.7%,57.1%,80.0%,75.0%,75.0%,66.7%,100.0%,100.0%
20230703-W-Wimbledon-R128-Iga_Swiatek-Lin_Zhu,Iga Swiatek,1,30,70.0%,64.0%,64.0%,50.0%,56.3%,36.4%,66.7%,33.3%,33.3%,0.0%
20230703-W-Wimbledon-R128-Iga_Swiatek-Lin_Zhu,Iga Swiatek,2,17,70.6%,64.3%,90.0%,88.9%,88.9%,80.0%,100.0%,100.0%,100.0%,100.0%
20230703-W-Wimbledon-R128-Iga_Swiatek-Lin_Zhu,Lin Zhu,1,30,46.7%,38.5%,50.0%,44.4%,61.5%,37.5%,75.0%,75.0%,100.0%,100.0%
20230703-W-Wimbledon-R128-Iga_Swiatek-Lin_Zhu,Lin Zhu,2,23,43.5%,27.8%,41.7%,36.4%,44.4%,37.5%,60.0%,50.0%,100.0%,100.0%
20230703-W-Wimbledon-R128-Coco_Gauff-Sofia_Kenin,Coco Gauff,1,58,70.7%,50.0%,73.9%,62.5%,71.4%,60.0%,66.7%,40.0%,100.0%,100.0%
20230703-W-Wimbledon-R128-Coco_Gauff-Sofia_Kenin,Coco Gauff,2,26,46.2%,39.1%,45.0%,31.3%,38.5%,20.0%,25.0%,14.3%,25.0%,25.0%
20230703-W-Wimbledon-R128-Coco_Gauff-Sofia_Kenin,Sofia Kenin,1,66,68.2%,56.3%,65.9%,53.3%,57.1%,50.0%,57.1%,40.0%,60.0%,55.6%
20230703-W-Wimbledon-R128-Coco_Gauff-Sofia_Kenin,Sofia Kenin,2,21,76.2%,70.6%,80.0%,66.7%,75.0%,50.0%,100.0%,100.0%,100.0%,-
20230703-W-Wimbledon-R128-Barbora_Strycova-Maryna_Zanevska,Barbora Strycova,1,35,80.0%,58.8%,66.7%,37.5%,42.9%,0.0%,0.0%,0.0%,0.0%,0.0%
20230703-W-Wimbledon-R128-Barbora_Strycova-Maryna_Zanevska,Barbora Strycova,2,24,58.3%,52.4%,64.7%,57.1%,72.7%,50.0%,60.0%,50.0%,66.7%,50.0%
